Longitude,latitude,CNN,Street_name,ST_TYPE,NHOOD,CNNTEXT,shape,EndLongitude,EndLatitude
-122.4239821,37.79855245,13167201,VAN NESS,AVE,Russian Hill,13167201,LINESTRING,-122.4238985,37.7986587
-122.4241706,37.79948453,13168201,VAN NESS,AVE,Russian Hill,13168201,LINESTRING,-122.4240869,37.79959078
-122.4243587,37.80041503,13169101,VAN NESS,AVE,Cow Hollow,13169101,LINESTRING,-122.42448,37.80049521
-122.4243587,37.80041503,13169201,VAN NESS,AVE,Russian Hill,13169201,LINESTRING,-122.424275,37.80052127
-122.4245383,37.80130372,13170101,VAN NESS,AVE,Marina,13170101,LINESTRING,-122.4246676,37.80142626
-122.4245383,37.80130372,13170201,VAN NESS,AVE,Russian Hill,13170201,LINESTRING,-122.4244625,37.80145205
-122.4247313,37.80228098,13171201,VAN NESS,AVE,Russian Hill,13171201,LINESTRING,-122.4246476,37.80238671
-122.4249188,37.80320551,13172101,VAN NESS,AVE,Marina,13172101,LINESTRING,-122.4250418,37.80329349
-122.4249188,37.80320551,13172201,VAN NESS,AVE,Russian Hill,13172201,LINESTRING,-122.4248368,37.80331959
-122.4215701,37.78661896,13154201,VAN NESS,AVE,Van Ness - Civic Center,13154201,LINESTRING,-122.4214843,37.7867144
-122.421193,37.78475345,13152201,VAN NESS,AVE,Van Ness - Civic Center,13152201,LINESTRING,-122.4211339,37.78487508
-122.4210084,37.78382412,13151101,VAN NESS,AVE,Van Ness - Civic Center,13151101,LINESTRING,-122.4210982,37.78391523
-122.4206383,37.78196077,13149101,VAN NESS,AVE,Van Ness - Civic Center,13149101,LINESTRING,-122.4207381,37.78205342
-122.4202472,37.7800747,13147101,VAN NESS,AVE,Van Ness - Civic Center,13147101,LINESTRING,-122.4203358,37.78018965
-122.4195063,37.77636887,13144101,VAN NESS,AVE,Van Ness - Civic Center,13144101,LINESTRING,-122.4196034,37.77645662
-122.4252986,37.8050779,13174101,VAN NESS,AVE,Marina,13174101,LINESTRING,-122.4254207,37.80516171
-122.4247313,37.80228098,13171101,VAN NESS,AVE,Marina,13171101,LINESTRING,-122.4248527,37.80236115
-122.4241706,37.79948453,13168101,VAN NESS,AVE,Cow Hollow,13168101,LINESTRING,-122.4242919,37.79956471
-122.4236013,37.79669106,13165101,VAN NESS,AVE,Pacific Heights,13165101,LINESTRING,-122.4237263,37.79676646
-122.4228712,37.79305,13161101,VAN NESS,AVE,Pacific Heights,13161101,LINESTRING,-122.4229925,37.79313024
-122.422329,37.79036966,13158101,VAN NESS,AVE,Pacific Heights,13158101,LINESTRING,-122.4224548,37.79047187
-122.4219486,37.78848964,13156101,VAN NESS,AVE,Van Ness - Civic Center,13156101,LINESTRING,-122.4220699,37.78856978
-122.4251095,37.80414585,13173101,VAN NESS,AVE,Marina,13173101,LINESTRING,-122.425231,37.80422601
-122.4252986,37.8050779,13174201,VAN NESS,AVE,Marina,13174201,LINESTRING,-122.4252153,37.80518587
-122.4192556,37.77514707,13143101,VAN NESS,AVE,Van Ness - Civic Center,13143101,LINESTRING,-122.4193551,37.77523423
-122.4217581,37.78754814,13155101,VAN NESS,AVE,Van Ness - Civic Center,13155101,LINESTRING,-122.4218795,37.78762833
-122.4215597,37.78708725,13154202,VAN NESS,AVE,Van Ness - Civic Center,13154202,LINESTRING,-122.4216367,37.78746795
-122.4217648,37.78706158,13154102,VAN NESS,AVE,Van Ness - Civic Center,13154102,LINESTRING,-122.4218418,37.78744191
-122.4215701,37.78661896,13154101,VAN NESS,AVE,Van Ness - Civic Center,13154101,LINESTRING,-122.4216894,37.78668873
-122.4213734,37.78616616,13153202,VAN NESS,AVE,Van Ness - Civic Center,13153202,LINESTRING,-122.4214466,37.78652798
-122.4213933,37.7856858,13153201,VAN NESS,AVE,Van Ness - Civic Center,13153201,LINESTRING,-122.421298,37.78579354
-122.4213933,37.7856858,13153101,VAN NESS,AVE,Van Ness - Civic Center,13153101,LINESTRING,-122.421503,37.78576764
-122.4212165,37.78523263,13152202,VAN NESS,AVE,Van Ness - Civic Center,13152202,LINESTRING,-122.4212998,37.78559339
-122.4213601,37.78521438,13152102,VAN NESS,AVE,Van Ness - Civic Center,13152102,LINESTRING,-122.4214417,37.78556734
-122.421193,37.78475345,13152101,VAN NESS,AVE,Van Ness - Civic Center,13152101,LINESTRING,-122.4212773,37.78485681
-122.4210175,37.78430273,13151202,VAN NESS,AVE,Van Ness - Civic Center,13151202,LINESTRING,-122.4210993,37.78465347
